datetime,bot_coin_balance,bot_usdt_balance,user_APG_balance0,user_USDT_balance0,total_coin_balance,total_usdt_balance
2022-04-18 16:00,127907.12246,1120.06775,127907.12246,1120.06775,255814.24492,2240.1355
